Max_Amplitude,Mean,Median,STD,Kurtosis,Skewness,IQR,First_Percentile,Second_Percentile,Third_Percentile,Zero_Crossing_Rate,RMS,Waveform_Factor,Pulse_Factor,Margin_Factor,Dominant_Freq,Spectral_Centroid,Spectral_Bandwidth,Spectral_Flatness,Spectral_Rolloff,Spectral_Kurtosis,Entropy,Sample_Entropy,Approximate_Entropy,Hjorth_Activity,Hjorth_Mobility,Hjorth_Complexity,Envelope_Mean,Envelope_STD,Envelope_Max,Envelope_Energy_Ratio,MFCC1,MFCC2,MFCC3,MFCC4,MFCC5,MFCC6,MFCC7,MFCC8,MFCC9,MFCC10,MFCC11,MFCC12,MFCC13,Label
43672.594,-8.48662,22.79926,6242.3555,13.969802846161581,-0.11564967742345737,3483.767333984375,-1695.9301452636719,22.7992582321167,1787.8371887207031,0.07125,6242.3613,1.8787707826065998,15.04855842084778,8.009789464561218,168.0,236.7179340990898,205.10775772093666,0.002317958,338.7451171875,21.479032784799287,3.077722231491776,1.0774935013273836,1.1637504911808136,38967004.0,0.2849277569951859,1.3634157670596943,5222.091,7117.855,51829.176,0.9053279259537669,889.04425,184.3853,27.94934,24.59779,-3.049677,-7.4102416,-19.26353,-15.4617405,-14.707949,-11.466417,-10.921188,-6.3617268,-10.162033,high-quality
50000.0,-35.492725,78.63642,6700.851,20.33505095007205,1.1099377327876545,3443.573974609375,-1707.3246765136719,78.63642120361328,1736.2492980957031,0.075125,6700.9453,2.014636704269401,15.032481316563505,7.46163379467216,194.0,292.7670076918927,272.7659130004439,0.008694396,458.31298828125,12.04068363136055,2.9768046680951405,1.2149854916347824,1.3167294989251874,44901410.0,0.33137457152638417,1.6856120079249775,5251.321,7888.4556,61572.953,0.684417063929802,971.66565,158.52878,12.585463,16.850294,4.701086,-6.7162647,-21.31768,-12.917873,-15.613644,-5.168172,-3.1446974,-4.8602057,-6.775677,high-quality
50000.0,36.55071,32.797745,8689.051,5.438607150893995,0.35338461669236293,6521.382629394531,-3305.920654296875,32.79774475097656,3215.4619750976562,0.079,8689.128,1.5812005667513571,9.098729927482056,5.75431739578476,140.25,340.3375477533896,340.9643520495766,0.01915294,617.37060546875,7.778135649656667,3.625355620543523,1.3151728234791253,1.34410215483652,75499610.0,0.325020405069051,2.340919859756578,8627.892,8749.859,54272.91,0.6564536531192012,1038.2205,130.8925,7.8980303,15.131462,-7.2358584,-1.1890435,-2.7255287,-9.46565,-6.4444184,-5.3409896,-11.329578,-7.69981,-9.759018,high-quality
45685.094,-2.431431,98.85431,8735.157,4.751276832025218,0.14444233487552366,6359.046813964844,-3268.8991088867188,98.85430526733398,3090.147705078125,0.0796875,8735.158,1.5910916108393713,9.107400082749267,5.723994784904127,129.75,342.97423841356965,336.9159539808394,0.017754007,606.4453125,8.043149113692369,3.621206688831185,1.3134499675067206,1.2935776049249998,76302980.0,0.32927587127153357,2.232664222632862,8595.469,8872.649,54704.17,0.7152198982553402,1035.374,132.00677,7.849771,12.691866,-8.102783,-4.4812636,-1.1640184,-7.820303,-7.4207063,-5.386961,-9.7059145,-9.163702,-11.039854,high-quality
50000.0,-12.520757,10.839107,6785.2803,20.790938961227127,0.32683278703483604,4638.787353515625,-2351.0713500976562,10.839106559753418,2287.7160034179688,0.0668125,6785.292,1.7980945573597316,13.249942371161293,7.368879638130441,118.5,284.72475297402787,286.4086230358279,0.009390436,434.08203125,13.973246551295842,3.1682197809082937,1.3334648685613286,1.3619967352231606,46040028.0,0.3095927342220592,1.7847840096957734,5890.411,7575.1753,71143.266,0.6907385678827044,965.0825,150.89769,32.586563,12.3505125,-0.7124013,-3.962392,-10.546869,-15.348048,-13.656224,-2.736851,-5.8286743,-4.4346466,-10.216852,high-quality
50000.0,-0.45875725,-7.07096,6705.293,20.3494937891017,0.13533313194019936,4160.082427978516,-2123.635498046875,-7.07096004486084,2036.4469299316406,0.0705625,6705.293,1.8547461043070816,13.830462836979091,7.456795733314691,137.0,292.0003825731899,279.92727187753064,0.009380853,435.05859375,13.16117261810204,3.1086545535160544,1.3321940383506206,1.3266400032924737,44960956.0,0.3254685313937375,1.6899406817088776,5668.304,7602.1216,66613.61,0.725106797765936,970.4166,152.61786,25.996975,16.320435,-0.2343027,-13.804943,-16.083673,-10.3671055,-7.226159,-9.996487,-5.2995415,-0.8763969,-11.367567,high-quality
50000.0,31.219566,193.30385,7336.9106,18.786472867137608,0.26766750442815923,4960.494384765625,-2485.0238037109375,193.30384826660156,2475.4705810546875,0.073,7336.977,1.8182491304218928,12.39099644061367,6.814795746795466,88.25,285.03310509438893,317.96053177639953,0.009857468,458.80126953125,11.150252951568113,3.2230269187985723,1.1955802437677872,1.2883784897408286,53830260.0,0.2725210816233808,2.170794105003102,6328.53,8222.604,70980.64,0.6166395106467984,979.0357,129.06744,30.57806,24.07938,1.8912569,1.8934672,-11.695992,-6.104562,-14.766057,-11.559795,-6.276659,-4.4573984,-7.5340004,high-quality
49990.99,-4.1579103,85.61517,6649.582,20.84618571332261,-0.07042020180775871,4351.741455078125,-2134.2517700195312,85.61516952514648,2217.4896850585938,0.075125,6649.583,1.8663101882762847,14.033287396244122,7.519268492664234,83.0,291.8638238541079,337.7104939022256,0.010664237,479.6142578125,10.649298030535265,3.0992224101233714,1.0974883691006172,1.2223411448679817,44216940.0,0.2709497340691547,2.3688797072574013,5638.058,7526.3667,65004.453,0.607717101923821,968.71857,119.15396,33.818428,30.84377,5.541133,-1.3183959,-10.413181,-9.774381,-13.525368,-12.111517,-9.083284,-4.034952,-7.8423634,high-quality
46224.44,12.041744,117.956474,6828.025,7.068667364831329,0.11314674324762669,6275.1175537109375,-3071.0586547851562,117.95647430419922,3204.0588989257812,0.0935,6828.0356,1.5048880445066994,11.01991936518377,7.322750290568019,55.5,379.0850711688365,373.0027077192508,0.03733878,698.486328125,7.538689524839884,3.453325789977563,1.855410028723877,1.7034905154398752,46621924.0,0.3921843308770481,2.2251342650956523,7156.379,6483.074,68872.38,0.5651155672071799,1028.3,118.447845,17.568033,12.3689,0.9932243,-6.983794,-15.69376,-9.79645,-7.5270214,-4.281587,-6.0276227,-2.032124,-2.0271916,high-quality
38472.11,-7.3896956,-11.8390045,6698.0303,9.149571880910571,-0.36926922183647454,4009.869598388672,-2100.511474609375,-11.839004039764404,1909.3581237792969,0.1341875,6698.034,1.6586196489778824,12.381391349179902,7.464876806933938,124.75,464.75574910291647,398.0671372943305,0.056643415,832.09228515625,5.099074412746122,3.390488052694108,1.1178015016525018,1.2980424248314684,44863610.0,0.5595764241445873,1.8467417197672467,6366.118,7014.259,52294.7,0.6204948909097234,1060.5361,110.03281,0.6124913,-4.9931445,7.2860556,-0.61334217,-29.149158,-0.9196813,0.018579572,2.9434352,-17.360548,-3.353224,-0.1892103,high-quality
50000.0,10.057522,138.8748,6281.635,10.766265433205131,0.40070582930175386,4250.86572265625,-2103.279296875,138.8748016357422,2147.58642578125,0.073875,6281.6426,1.693669555230201,13.481104139291402,7.959701523629898,111.75,237.5323173536699,238.81510912523953,0.0034794335,370.91064453125,15.980159350810723,3.208044305471184,1.2841312068703803,1.332458349336648,39458936.0,0.25436046932015316,1.8348300266059836,5799.27,6729.521,53615.88,0.7076157544795771,922.26416,173.42902,21.278442,30.30949,4.3029475,-3.2089736,-9.561632,-5.143391,-8.8059845,-9.805548,-8.582827,-7.093213,-5.588894,high-quality
49934.52,-6.7119145,24.810432,6450.675,9.362531093925414,0.1665582374097271,4601.311584472656,-2365.9884033203125,24.810433387756348,2235.3231811523438,0.0694375,6450.6777,1.655304226799564,12.830467549003552,7.751123534439665,111.75,318.5719368674715,333.72185288100394,0.021640487,598.44970703125,8.63636646575009,3.235031004633281,1.2408153950742498,1.2994333762140746,41611204.0,0.31711367561203024,2.8817950630655913,6134.613,6751.9614,83490.68,0.6833675418485122,990.2949,135.09268,17.830818,22.249937,-9.845823,5.1190424,-0.18258226,4.168851,-6.016694,-5.3367167,-8.467489,-2.2481422,-5.24793,high-quality
50000.0,4.4702473,-53.977886,6780.8223,11.10203571244953,-0.2790334801500662,4674.910400390625,-2345.156982421875,-53.97788619995117,2329.75341796875,0.073875,6780.824,1.6894830134736458,12.457799811429789,7.373734871601961,123.75,340.9402737527021,351.3881540738797,0.030995479,650.5126953125,7.884852842919944,3.2571596242274805,1.233447665829592,1.3014474796143607,45979550.0,0.34168458218504355,2.9616535813959612,6288.937,7239.366,82343.43,0.6669821279215469,1005.15906,128.66525,14.982527,21.092957,-6.6675353,4.572648,-2.9315007,2.0927298,-8.658683,-4.638364,-9.658945,-1.2807441,-5.5564346,high-quality
48643.293,-7.561027,-4.016486,6989.8257,27.036825673591316,-0.5576687191436989,1941.970947265625,-996.9969024658203,-4.016485929489136,944.9740447998047,0.0915625,6989.8296,2.5891844464854614,18.521085639395213,7.153250771506676,157.25,295.5420960392508,285.76457715808385,0.0091506485,461.85302734375,14.069363275566896,2.592142443879494,0.47475110667410003,0.7806334353247895,48857660.0,0.3170882052434986,1.7606329201537287,4166.1455,8964.298,69694.73,0.765911437873462,962.7653,147.01007,32.42504,9.913605,-7.7485356,-5.9772997,-15.533539,-7.343261,-10.716336,-10.90727,-20.18017,-8.965462,-2.2882347,high-quality
50000.0,14.634359,85.41347,7830.014,12.548151065506886,-0.4125833861614793,4405.137145996094,-2172.011474609375,85.41347122192383,2233.1256713867188,0.0806875,7830.0273,1.824713697537292,11.652026343137837,6.385673740962152,166.25,295.9083057211886,281.18648821254146,0.017585358,503.173828125,13.932332791322281,3.287292386121953,1.1147874019021433,1.2743140789471945,61309120.0,0.35140874237388453,2.666601395301347,6736.8677,8788.235,102410.53,0.7277575565764475,968.5382,157.66592,29.066187,17.886534,-9.297674,-6.653854,-5.023775,-6.3660316,-13.438413,-5.4928255,-8.869934,-6.3129296,-8.47062,high-quality
45586.71,-15.957578,45.558212,6744.317,8.943724401748753,-0.3194165369673167,5418.1810302734375,-2677.6458129882812,45.55821418762207,2740.5352172851562,0.0855,6744.336,1.5873612377657378,11.768106248531142,7.413628333960789,156.75,377.55468952028235,367.08421295710747,0.037053064,698.1201171875,7.801603534436209,3.3878847231890026,1.506531009416506,1.4866478921835222,45485810.0,0.3787348430691402,2.3961276067456487,6667.094,6820.6846,61912.27,0.6006960900544027,1024.8242,124.22237,18.149145,8.953152,-6.57263,-2.7009172,-4.335644,-3.7183867,-9.241517,-4.353012,-5.27029,-4.6394176,-8.852725,high-quality
42041.168,5.865171,-54.091488,6475.6685,11.1636229199156,-0.7994019807890638,4922.03466796875,-2377.71630859375,-54.091487884521484,2544.318359375,0.0805,6475.672,1.6048365661672583,12.39127458235566,7.721206535036181,156.75,341.0862639155923,349.67193144858925,0.02395723,616.27197265625,9.431138665558484,3.378072588038688,1.2934044180271906,1.3924829640934675,41934284.0,0.3608730865896789,3.027243452843578,6312.9546,6634.3965,60933.992,0.6169497736290336,991.80304,126.21764,27.649677,13.790744,1.7908274,-2.5054388,-11.562441,-1.9158673,-15.373718,-3.9274857,-6.504262,-2.389667,-9.043841,high-quality
48642.64,-4.3963556,-52.47295,6856.746,11.118902525904401,-0.5006980983346916,5014.160095214844,-2491.9091796875,-52.47294998168945,2522.2509155273438,0.0714375,6856.7476,1.6280174295222531,11.871644796677794,7.29208703874968,66.0,309.775209049665,339.60236517060565,0.01700591,538.818359375,10.186874806090866,3.342527413227469,1.2384260265339644,1.3441300317316518,47014964.0,0.29549309315687045,2.6641964902616615,6586.231,7116.989,62502.56,0.6677537530648963,983.9232,129.80501,30.970413,16.08313,2.1260564,-1.897226,-6.517915,-3.0943475,-13.539267,-5.624443,-7.873282,-2.5914,-8.93542,high-quality
50000.0,19.031027,19.258263,7557.422,10.397729364723471,0.5449108212250537,5714.091003417969,-2832.3311157226562,19.25826358795166,2881.7598876953125,0.1031875,7557.4463,1.6325253918392135,10.800774027344945,6.615991445729811,45.25,378.5162595537887,344.3034846821628,0.031341523,641.90673828125,7.766096898035528,3.4230885431289626,1.579749241653876,1.5726020713083164,57114628.0,0.41120263979052424,1.8532922869581565,7271.567,7832.8755,71559.875,0.6496086172620843,1035.3694,127.899124,10.980022,7.784167,-15.6650715,-4.177684,-7.6371775,-3.9396772,-4.8162165,-2.1551228,-0.1264055,3.5074906,-2.0075412,high-quality
50000.0,-1.8428183,41.087482,5891.9673,14.342599439102855,0.5485849021463582,3953.5708923339844,-2001.2588500976562,41.08748245239258,1952.3120422363281,0.1180625,5891.9673,1.7371870790154391,14.741995287312346,8.486129942704535,243.75,407.28794948268074,346.6395504378785,0.034278184,680.7861328125,6.9890479630203295,3.090348993462593,1.6345869364590908,1.596844632282096,34715276.0,0.4732022674733418,1.6266930727313307,5329.384,6405.3286,70049.484,0.6638028401311753,1023.04974,124.06223,2.2747974,6.047893,-21.36905,-9.440919,-9.998917,-5.236451,-3.839202,-2.9430873,-3.929079,-0.24757221,-4.715792,high-quality
49644.176,-1.4988902,205.8403,6846.8105,19.199911315017673,-0.13667008121005345,5290.00634765625,-2504.262939453125,205.84029388427734,2785.743408203125,0.0769375,6846.8105,1.7060460486145697,12.458691802077377,7.302670295561317,102.5,274.5121937608116,278.5549825108883,0.0072671035,445.12939453125,12.748834071535446,3.2472014999684857,1.3634177882726142,1.4235263987292486,46878812.0,0.28179930582718415,1.9064781836139566,6315.221,7340.001,64845.676,0.6643729974455598,963.2543,152.27887,22.196777,19.929268,-0.43706134,0.35379747,-11.705244,-7.471779,-8.870075,-8.019344,-11.164202,-7.0906525,-10.142868,high-quality
49772.695,-1.4272326,248.6556,7005.8267,19.711205054871368,-0.13042879559949846,5113.634582519531,-2485.1998901367188,248.6555938720703,2628.4346923828125,0.0738125,7005.8267,1.7590665820476659,12.554311342385065,7.136916516128142,115.25,275.36387852193684,278.0064506210657,0.0069240076,437.98828125,12.805509666761099,3.225794572092933,1.3131129772686698,1.3699353230662927,49081610.0,0.2832564100508375,1.872390726303544,6286.913,7657.542,64964.54,0.6838628559727445,966.609,151.06488,20.512497,21.9505,0.5941679,-1.6545627,-11.185531,-8.69035,-11.080624,-10.985094,-10.629938,-8.284953,-10.580841,high-quality
